pitch,roll,yaw
42.56242096339902,-92.1478752753355,-85.97620051683532
41.56867172243981,-91.19367814888336,-86.12340518815105
38.76385828665746,-90.6847670752927,-86.56481593054693
39.11943949796338,-89.67608947745765,-87.29348797015672
37.7627861641451,-89.97800706663347,-86.59656714741215
36.67870800235064,-88.80638982194837,-86.89987013982297
33.1792113152602,-88.26531330035172,-87.25043215459493
28.440601219162463,-87.08349280041675,-88.00768687873939
26.436737539051908,-85.87815072752976,-89.09813513005733
23.308202057723392,-85.22629860367414,-88.43371411804671
20.840533496422765,-84.88719414831601,-88.56124914892173
17.737422822182868,-83.78883503958487,-89.57717247148325
16.31209661484387,-82.96775773509064,-90.20266136478077
14.050237882642007,-82.33240773742006,-89.56108512372553
12.47806000326851,-81.50475977998212,-88.35512608567561
12.372248221086192,-81.36282964594898,-87.1616113408373
8.039952417438307,-80.90908346456675,-87.32947811173374
5.6757194492877785,-80.28707459235861,-86.71930269007103
1.0730234761626285,-80.19803782964368,-88.41174859759222
-3.3800586096982723,-79.30904440642384,-89.61167764168948
-7.619285020103684,-78.56138148704164,-91.20561243338672
-6.305346666126616,-78.35876357065028,-90.91323813614106
-8.593771465433154,-77.86802765776307,-90.44372140809793
-11.344722880040798,-77.49310688430724,-90.17128906401568
-13.810660268632772,-76.3581440078658,-91.39786333124377
-13.378750479184735,-75.06872476904582,-90.49669268147214
-13.691761936689865,-74.20966344045257,-90.40563597695657
-15.340646116236659,-72.76952903669519,-90.7398284544509
-9.924112724737194,-48.63490525489732,-96.10748363347825
5.087629996651731,-27.68098338965173,-97.71234578596899
1.8958714360641582,-27.594146292387176,-96.9365629938347
-0.7985666384170184,-28.282844676528143,-97.01878796976476
-4.306484498415949,-28.133509539010323,-97.92879224786303
-5.054797208413448,-27.506587179552234,-97.44789193250071
-7.984383207536923,-26.992733478473163,-96.62463989456033
-10.55731461407156,-27.0786441153102,-96.48743553980819
-8.004274220322348,-28.089258433357053,-94.76435887615706
-9.685717769579169,-29.287724256122903,-94.50012519846808
-8.349499131395202,-30.452597943966953,-93.69749649224975
-11.113530642381686,-30.815451607226446,-91.3657461370304
-9.365716669730602,-31.35090857164671,-91.04873402676202
-8.410291796936722,-32.06759351440005,-90.31045374951402
-9.809668503849615,-33.09852147820298,-90.51493064854841
-11.563466855973195,-33.373073208111194,-89.17314918885023
-11.540874498947456,-34.86202777293068,-88.25529207399076
-12.648859203594924,-34.3813177555455,-88.3374885809968
-12.512330600190925,-35.043872226289096,-88.48923049390908
-14.9022510544514,-35.57119660985695,-88.15156891486694
-17.338114471435173,-35.860432530311,-88.47292431169797
-18.459027203867706,-35.60939223911841,-88.90743887628088
-18.284592378373908,-36.42066038283644,-88.99537810186659
-20.860696900540237,-36.86643006567111,-88.7624877223149
-22.708740116659285,-37.43412859349477,-88.64454452429658
-23.182746727624806,-37.149483538877945,-89.1382603528996
-28.6717010713735,-35.28696448716122,-89.88476794520979
-26.339918455303735,-42.53177590120568,-89.31479667939105
-29.05787632326718,-41.290501056789,-90.95057498162119
-30.07339426295826,-41.524613888831,-91.15692033017375
-30.513253091497056,-41.334430329453944,-91.66287508082624
-39.25120278685892,-43.40123258904965,-93.25233281183262
-41.37089979957439,-42.33861874249065,-93.23105074562763
-44.3927557511348,-42.723530064538735,-94.65996999857248
-49.68151114173839,-42.51250716854537,-96.528181943242
-50.34241173139402,-42.33726492433727,-97.00628406695077
-52.95412072734357,-42.490244415835654,-97.75255136284127
-53.123606098821895,-41.79840179738811,-97.7679853950262
-51.899424915886435,-42.239198941923235,-97.20659023238136
-53.00149792994549,-42.74220220582422,-97.1643556449921
-53.01236948087972,-42.42794407648204,-98.2417424253825
-53.23259354558816,-43.254009143113905,-97.319198815467
-54.54300155283085,-43.50673438637846,-96.48619905740642
-56.487815010414344,-43.811841694717806,-96.15300002935706
-58.5427484812647,-43.4434665561462,-96.5033094123865
-58.709603688325785,-44.20619216476323,-96.31483505937783
-60.62172641901095,-44.380811515554626,-95.56315260885185
-61.73006736786063,-44.84465002894343,-95.07148978657183
-62.791069754812696,-45.06219196491813,-95.31047757416775
-63.51896614521358,-44.44073425845156,-95.72542986898564
-60.930345666336024,-45.07278895097325,-96.22350789508262
-60.163668206411764,-44.82684916234295,-94.39465411386259
-59.793729416704295,-45.434376600360835,-94.44238425655674
-59.04183253163718,-46.01095227895649,-92.60301688035226
-55.20161284563805,-46.05632100463776,-89.10018585929127
-55.45878476472957,-46.26306920156264,-100.09054764827239
-53.12787456375991,-45.99407012943388,-100.08634560804276
-54.436489151622986,-45.08803197749411,-105.32793619168103
-60.70618493420336,-42.980073355052,-107.92332437845472
-56.51182453941996,-41.578066854497,-106.50642570853006
-56.09187994527506,-40.65140473288039,-108.81131891370445
-51.69143981142292,-39.432041400546,-115.690806848941
-54.81056676124145,-42.14078201365853,-126.9042330827164
-57.70401073656843,-48.37731785759365,-87.78378519952726
-59.38542719798083,-50.98457653161061,-90.50395406692158
-55.8997116270788,-51.41146841630421,-88.72276471998319
-56.6503533712333,-54.481152039490865,-119.47619132146181
-62.88148870194733,-61.90882214600224,-162.1234471850095
-74.82498829659828,-67.92217423942202,-160.77196551824358
-84.62393724674789,-71.52686078593969,-139.97338821556852
-82.59426332777936,-77.53908125914018,-128.48963067014114
-81.17528302217892,-83.50374995439455,-116.67214230799017
-71.86673856374773,-84.94647095851094,-118.43342251878563
-71.06575796038204,-83.49457524294091,-119.26363027821954
-70.22730082284666,-84.18628332703562,-120.89243484649283
-76.44641037823543,-85.43479927732167,-118.50864024760418
-74.22669205798881,-86.95988921287235,-120.5863711108998
-77.37398615473454,-86.06527714005158,-124.0574188636896
-63.82027811549644,-87.6341189581212,-121.96183778381926
-60.2136240391726,-88.10508801362965,-113.60997319556014
-65.94307838833922,-85.4595079402606,-109.69880724242402
-61.98242805216044,-85.7277354219392,-113.19007256620333
-62.80085039022979,-85.54288274574189,-108.05522945103611
-60.64153985598946,-85.71128470883808,-113.09388768776105
-63.117411680787434,-84.80388596483417,-103.7278169608473
-81.69337785735173,-84.4765282661093,-105.3865836777452
-83.92358311160082,-84.26385865088305,-93.30042850317764
-87.778243403342,-80.83147090797551,-93.11565477785393
-103.21627626737298,-71.79585064992203,-98.78781493841895
-127.4977895137028,-73.90744697114471,-79.11622228696258
-125.21898782453319,-75.39363554312612,-81.12152005237665
-117.68417718447003,-75.23375154434146,-76.55122456552743
-106.86227627512802,-79.02279494230885,-68.71043352496693
-93.52456092833276,-77.5971603020391,-72.66895361784971
-106.63157777357084,-81.98002133732066,-73.56523639148512
-106.53561273430249,-78.50596240505928,-71.05977582308729
-98.17524223682102,-79.08808549670158,-64.61166956133033
-94.83175178150769,-71.56461189601235,-55.17606339017711
-98.63149994678153,-74.60326416415575,-49.6352493822477
-100.44073254035861,-74.25838310709942,-53.89228960906986
-104.73754366319528,-79.04830586770805,-46.719756068733616
-103.02571622043705,-82.93624732270894,-48.908327221768786
-105.80076817995348,-79.30377504952305,-56.10019874276648
-109.25217466356916,-76.0498396549702,-59.12594573714468
-106.94164889215568,-72.30452905117497,-63.74251696594297
-87.5105718511785,-74.2910205220204,-65.1045775699744
-82.67905684292292,-69.76218201455877,-75.79597295191952
-86.28039820834066,-67.54891478470893,-74.767482281294
-86.37512649669769,-72.3961775838822,-67.53613635035131
-85.9765252991039,-72.05841980160555,-70.97653823701509
-95.88180266701254,-73.602345549923,-73.5534449667684
-93.5904324704053,-75.23091561828673,-73.68129575285063
-96.81064375497984,-77.58122336024661,-65.92070676874121
-85.00896054499718,-79.35465118453067,-64.32421820714455
-77.6824538176473,-81.47651400312337,-65.05603027236924
-81.59918558934746,-79.66378723076724,-68.95836035967059
-76.88926977211074,-82.11753060852891,-68.23041090619235
-77.82259415552522,-83.39898811774223,-72.31341563098297
-73.06438628865723,-81.52915041257194,-75.95507974904233
-73.48543792913468,-77.6756354948027,-80.22494635154203
-79.05719435703571,-77.05742255683545,-83.82349801723056
-77.2041796832712,-78.19563373338009,-84.1112305344488
-75.73091944862591,-73.9825423808247,-75.22833442442116
-68.0225463006458,-81.07934955168841,-79.62897372799783
-70.34709245488516,-77.83049080385634,-82.48991043551116
-79.03268378455988,-78.31954857538575,-80.53880983492817
-65.06006761483657,-75.72795117593961,-80.78432736680415
-61.27027737072705,-77.09967344349758,-77.39704943554221
-55.33838519562493,-73.73729456871224,-75.43807191871295
-69.8742103598161,-72.24948875245425,-79.49512909174044
-66.07186354709198,-71.69509286514878,-77.24271699960207
-63.48964760068429,-71.84142655613508,-76.97315024786504
-57.39434696716377,-72.5942602479077,-73.58713551760906
-51.061762153775284,-75.21981525896976,-70.24006421391488
-45.030739903735096,-73.05692460652436,-74.46655960256338
-47.73348465442477,-74.56785541247159,-75.1476324245832
-41.32373966131066,-73.5817705298065,-72.7530662094394
-49.477972185344875,-72.76841514505665,-73.01633632129182
-48.93263432162933,-69.09349178435703,-76.68476412650021
-41.64415394971843,-68.50088855981285,-76.54924441226639
-34.44341503956705,-72.65996009475701,-84.75108297074053
-24.72043267127741,-76.08593173213558,-86.82942515190352
-14.548763127762953,-77.21700534235508,-82.03319412391224
-12.638408418026719,-78.28291871866301,-79.22795587253232
-23.443854710741185,-74.67628487160422,-85.55522296180021
-11.84703243910055,-74.19225544047191,-78.53413862068031
-18.86197208215,-75.18789430321353,-83.48798218642602
-15.52254583052387,-73.344297830224,-78.20446297088712
-18.470669820262177,-73.72161118518468,-88.70494649538036
-18.996731065859446,-74.03499156892615,-93.02306177366191
-26.740912052610625,-75.32577427300622,-93.63301977054178
-21.112134583302463,-74.12272282669142,-88.26427006655095
-11.484673667058862,-74.23621540839717,-86.43924490985854
-26.582856462995927,-68.93362283933409,-93.31908017954851
-35.16051987208957,-70.05546203839462,-92.36611417982289
-26.09566818421958,-56.403072615855656,-91.08481363353746
-40.98811625523026,-60.01381241639875,-99.48710896989745
-57.4007279146477,-58.307467355832316,-102.89056991412352
-58.19317612422973,-54.94102294058959,-106.83974356553655
-55.819420338883596,-58.62283381239511,-103.37400257313924
-50.84231441977349,-56.04314299007013,-106.29719225102815
-50.285662839730136,-55.7951764589358,-106.45611099741762
-49.822233282474464,-55.36048155300941,-104.1676889997027
-51.04842532971894,-55.94936909722848,-104.1391335114934
-54.31300803074187,-55.92195283030003,-106.9384335054584
-47.55878413635315,-53.87415634170691,-103.7345165437267
-58.13848842564823,-54.78175083280306,-99.78826859288417
-58.31008420984887,-51.24762568287678,-104.75222524072859
-50.32554250495961,-56.47754119739825,-110.0117869632881
-21.585497065772753,-66.14755874698581,-106.37687268118844
-7.552997126053404,-73.46308904579321,-102.30849263729677
-25.45096804586676,-67.69691492512017,-104.49151519336846
-33.050163550075794,-63.28606414696186,-104.67802936464979
-7.570829734681333,-62.587251888559564,-93.66132164610141
-5.713070704755614,-61.79631963806967,-92.57497737947392
-8.898996160637541,-58.808150607151234,-91.03885468694754
-21.32663867545928,-61.6684700049814,-94.9834535225613
-16.702418526826325,-60.82221537382134,-95.25443346552193
-19.30640769386238,-57.97033439594009,-87.94866402097715
-15.557129093377656,-57.17953390830843,-86.70862024192644
-11.256665281412122,-53.578220710136094,-87.0105958970981
2.0473638376758054,-52.94904245975719,-88.44234299184865
4.955850618929389,-54.54124514736015,-89.63636032696996
2.0367087710806024,-56.49953161971211,-130.4250245741413
-7.302176058128628,-57.755093049619575,-132.09275961664713
-2.069816952375239,-61.62660369923467,-121.2704873201597
-13.313543513969307,-56.44496115160304,-109.52185560800095
-25.567722506598738,-56.289556705722894,-103.55032672154373
-33.31770087333038,-56.3680482775945,-114.93033001767552
-36.89217348819676,-54.05875261167755,-113.85719527534097
-31.41033372705642,-53.80471162276624,-112.81413702074326
-32.38395530856672,-56.57021022608104,-118.59316522965362
-23.571821423762174,-60.31623768415685,-109.81600185164145
-22.18923228499139,-61.07581394449989,-108.85597301762263
-17.667296664414696,-60.40859961893836,-113.45249733207378
-30.77211618630887,-59.617489444713144,-109.00538907096528
-44.09731873416418,-60.96699543229521,-117.54327399126977
-47.20519227589889,-61.735143976847006,-117.90067548380809
-50.53181772470803,-62.802385403010746,-122.94989087851243
-54.9045023688706,-63.9765761498318,-118.94425735430794
-55.58992730830396,-65.02071876824076,-120.73417734055705
-54.04497945834046,-66.23330504101044,-125.85874356927827
-52.776674172955325,-65.68081887763091,-124.04618101339321
-64.64354853028495,-62.964683673129315,-117.56930395872257
-61.4698157296998,-61.747415533157486,-119.05350887353683
-60.33025071693886,-63.74677529728313,-95.75554627185188
-66.4077063975176,-60.69542890976858,-92.05957393006213
-69.80876952353731,-61.74549143213947,-100.84971713572587
-65.19989094953401,-67.75255259352984,-97.29689204285965
-61.59223693971028,-67.49483983567848,-95.54330108560822
-65.91804597946663,-72.32139226194883,-94.60311944681233
-65.57811761622575,-72.76017599030307,-106.45896739666317
-63.728491217498544,-71.77029866212506,-116.9978427112331
-69.42880566456213,-63.98856898457899,-121.48948706818136
-65.91524608298266,-62.39083491717715,-117.37757024438835
-70.32902024779199,-57.76871640638458,-117.05840366035648
-68.33914192119666,-56.69920556977301,-118.4974034383471
-64.22114796650906,-57.90372147504755,-115.25407099938008
-67.50219872899638,-58.45274461580746,-116.0552805213395
-67.83198547905123,-63.35923243302952,-104.91262500511208
-73.0715961792219,-64.0358725482388,-103.12416583666986
-74.5618388367092,-63.75820015211163,-102.80455191617716
-75.76877898753932,-64.0040353975698,-102.36604386937215
-84.93276851649328,-62.266371280362605,-102.61237378338599
-83.55024280852679,-61.13866480553515,-76.26659519029414
-80.0750242397052,-62.69901954967338,-32.920342425362946
-70.58441419918503,-64.6042455409831,-1.8733756421271965
-81.39268515179121,-72.72342996001453,49.746255566073295
-88.25812668839677,-83.12311077959414,61.97476785472736
-95.09072168100515,-89.52860075542621,67.36516714506877
-85.05471022561056,-95.85035365422733,-7.956407266987653
-82.58327820343943,-92.62480763351685,-37.963795568331044
-90.56671339134802,-91.2361917233109,-59.90789289113245
-103.09625130912508,-95.12990158218875,-55.051818524044265
-71.8264394536765,-102.71427349761002,43.539409263688185
-71.57031810369573,-101.85026668712777,109.77801114031863
-81.70587385229406,-112.49170542250086,143.13510783196787
-89.30837076288199,-128.49588856131038,94.81387156036256
-87.06997498428099,-128.814228116594,2.2324701112120744
-92.48446983251867,-129.53313358029595,-11.14610581052605
-72.5075110360526,-125.36498512635943,-18.99546456130705
-70.85607622886253,-123.18452162228002,-1.9689299358687018
-80.29143734873226,-121.59874007204175,-0.7827916699091636
-87.79355691081123,-121.23883365617642,0.5483776965497429
-81.22556187732363,-123.21798516740772,-6.834580361075338
-94.98024296148411,-119.67246622050013,-4.045985861800972
-104.44116341752303,-116.99267723953413,-58.173681073713084
-98.31663246795915,-123.82726423951846,2.996263083458782
-96.19796662929147,-122.50966117748666,-3.9288146390207275
-100.14645773519634,-116.9773600463946,-10.64290885347186
