,speed,kmh,yaw,rad,pirad,Fuzzy Value
0,speed,kmh,yaw,rad,pirad,0.0
1,3.269999981,11.77199993,-1.964396772,-0.034298991,-0.010913315,0.5
2,3.589999914,12.92399969,49.66945752,0.867244496,0.275941431,0.5000000000000001
3,4.28000021,15.40800076,61.91111382,1.080987702,0.343950632,0.5
4,3.829999924,13.78799973,67.31541225,1.175348468,0.373974513,0.49999999999999994
5,2.769999981,9.971999932,-8.283785318,-0.144637521,-0.04602103,0.4999999999999999
6,3.039999962,10.94399986,-38.29482178,-0.668639745,-0.21274901,0.5
7,3.140000105,11.30400038,-60.23764686,-1.051768437,-0.334653594,0.4999999999999999
8,3.769999981,13.57199993,-55.37855443,-0.966927141,-0.307658636,0.5000000000000001
9,3.859999895,13.89599962,43.41191494,0.757985816,0.241177305,0.49999999999999994
10,4.889999866,17.60399952,49.66945752,0.867244496,0.275941431,0.5
11,5.389999866,19.40399952,61.91111382,1.080987702,0.343950632,0.5
12,5.71999979,20.59199924,67.31541225,1.175348468,0.373974513,0.4999999999999999
13,6.309999943,22.71599979,2.278430692,0.039782123,0.012657948,0.4999999999999999
14,6.78000021,24.40800076,-11.08811103,-0.193601939,-0.061600617,0.4999999999999999
15,6.949999809,25.01999931,-18.93637449,-0.33063511,-0.105202081,0.4999999999999999
16,7.010000229,25.23600082,-1.915750881,-0.033449619,-0.01064306,0.4999999999999999
17,7.269999981,26.17199993,-0.730465673,-0.012754163,-0.004058143,0.4999999999999999
18,7.300000191,26.28000069,0.596615027,0.010417088,0.003314528,0.4999999999999999
19,7.010000229,25.23600082,-6.808146617,-0.118872401,-0.037823037,0.4999999999999999
20,7.150000095,25.74000034,-4.019137552,-0.070175418,-0.022328542,0.4999999999999999
21,7.400000095,26.64000034,-58.12193303,-1.014827402,-0.322899628,0.4999999999999999
22,7.510000229,27.03600082,2.817685387,0.049197681,0.015653808,0.4999999999999999
23,7.690000057,27.68400021,-4.107816234,-0.071723776,-0.022821201,0.4999999999999999
24,7.889999866,28.40399952,-10.81821442,-0.188889458,-0.060101191,0.4999999999999999
25,8.130000114,29.26800041,-27.19178986,-0.474777283,-0.151065499,0.4999999999999999
26,7.980000019,28.72800007,-36.21062991,-0.632249094,-0.201170166,0.4999999999999999
27,7.989999771,28.76399918,-45.66135794,-0.797261805,-0.253674211,0.4999999999999999
28,7.840000153,28.22400055,-43.42136044,-0.758150738,-0.24122978,0.4999999999999999
29,7.360000134,26.49600048,-51.03863266,-0.891150729,-0.283547959,0.4999999999999999
30,6.920000076,24.91200027,-32.93281181,-0.575017349,-0.182960066,0.4999999999999999
31,6.320000172,22.75200062,-29.07635062,-0.507682312,-0.161535281,0.4999999999999999
32,6.059999943,21.81599979,-53.06817996,-0.926587269,-0.294823222,0.4999999999999999
33,5.650000095,20.34000034,-49.49396267,-0.864180301,-0.274966459,0.4999999999999999
34,4.880000114,17.56800041,-67.08090676,-1.171253928,-0.372671704,0.5
35,4.320000172,15.55200062,-68.15943268,-1.190085333,-0.378663515,0.49999999999999994
36,3.910000086,14.07600031,-69.24922312,-1.20911342,-0.384717906,0.5000000000000001
37,3.579999924,12.88799973,-63.45131,-1.107880016,-0.352507278,0.49999999999999994
38,3.170000076,11.41200027,-64.84814222,-1.13226915,-0.360267457,0.4999999999999999
39,2.75999999,9.935999964,-68.43184407,-1.194841722,-0.380176912,0.4999999999999999
40,2.24000001,8.064000036,-88.42431454,-1.543916603,-0.491246192,0.4999999999999999
41,1.980000019,7.128000068,-68.60122353,-1.197799141,-0.381117909,0.4999999999999999
42,2.140000105,7.704000378,-44.37211614,-0.774751234,-0.246511756,0.4999999999999999
43,2.519999981,9.071999932,41.99952243,0.733324995,0.23333068,0.4999999999999999
44,2.49000001,8.964000036,93.6345989,1.634889822,0.520192216,0.5
45,3.25,11.7,98.37211974,1.71760844,0.546511776,0.5347505920252786
46,3.710000038,13.35600014,95.50717208,1.667585544,0.5305954,0.5277655207757008
47,3.950000048,14.22000017,66.40288082,1.159415379,0.368904893,0.5
48,4.320000172,15.55200062,79.45496152,1.387308852,0.441416453,0.49999999999999994
49,4.389999866,15.80399952,70.77851391,1.235815322,0.393213966,0.49999999999999994
50,4.400000095,15.84000034,-115.768062,-2.021347114,-0.6431559,0.3927518106391286
51,4.840000153,17.42400055,-148.0304616,-2.584658853,-0.822391453,0.29280652668494506
52,5.130000114,18.46800041,-167.8881853,-2.931381013,-0.932712141,0.22858949673761045
53,5.329999924,19.18799973,-165.9959233,-2.898341518,-0.922199574,0.2293783943183875
54,5.519999981,19.87199993,-178.1568921,-3.110675894,-0.989760512,0.1834662729879965
55,5.340000153,19.22400055,-169.2310307,-2.95482752,-0.940172393,0.2174769518828883
56,4.900000095,17.64000034,-178.0650541,-3.109072373,-0.989250301,0.2553690160407073
57,4.800000191,17.28000069,-196.5377843,-3.431612107,-1.091876579,0.2667821948373701
58,4.5,16.2,-204.4030552,-3.568942234,-1.135572529,0.3004936339573795
59,4.260000229,15.33600082,-206.4850225,-3.605294044,-1.147139014,0.32723022081889463
60,4.309999943,15.51599979,-198.4643416,-3.465250409,-1.102579676,0.3216578811572493
61,4.110000134,14.79600048,-250.4585535,-4.373085855,-1.391436408,0.34402307829751205
62,4.440000057,15.98400021,-367.6552228,-6.419376906,-2.042529016,0.30718114441181993
63,5.150000095,18.54000034,-408.1025778,-7.125600565,-2.267236543,0.22621868269654158
64,6.03000021,21.70800076,-286.881455,-5.009041278,-1.593785861,0.17619047619047615
65,6.5,23.4,-210.9961403,-3.684059593,-1.172200779,0.17619047619047615
66,7.21999979,25.99199924,-173.1391617,-3.023064728,-0.961884232,0.20281650625902778
67,7.630000114,27.46800041,-168.4023736,-2.940358904,-0.935568742,0.22054443423594372
68,8.090000153,29.12400055,-161.4141364,-2.818342064,-0.896745202,0.2459248233357919
69,8.140000343,29.30400123,-219.4925567,-3.83240972,-1.219403093,0.17619047619047615
70,8.380000114,30.16800041,-220.0257283,-3.841719066,-1.222365157,0.176568057776569
71,8.390000343,30.20400123,-211.1520475,-3.686781782,-1.173066931,0.1766490833531959
72,8.5,30.6,-208.918776,-3.647788152,-1.160659867,0.17754296506137865
73,8.300000191,29.88000069,-198.5120146,-3.466082795,-1.102844526,0.17619047619047615
74,8.539999962,30.74399986,-192.5750682,-3.362421826,-1.06986149,0.17786919641063484
75,7.960000038,28.65600014,-190.4267467,-3.32491145,-1.057926371,0.17619047619047615
76,8.199999809,29.51999931,-182.1337507,-3.180113107,-1.011854171,0.17619047619047615
77,8.159999847,29.37599945,-204.348889,-3.567996475,-1.135271606,0.17619047619047615
78,8.390000343,30.20400123,-188.1477756,-3.285119891,-1.04526542,0.1766490833531959
79,8.569999695,30.8519989,-180.4657715,-3.150989661,-1.002587619,0.17811427816214612
80,8.479999542,30.52799835,-173.132909,-3.022955554,-0.961849494,0.20284023276810376
81,8.25,29.7,-183.5567057,-3.204958353,-1.019759476,0.17619047619047615
82,8.100000381,29.16000137,-187.3525974,-3.271235828,-1.040847763,0.17619047619047615
83,8.100000381,29.16000137,-216.9725446,-3.788409509,-1.205403026,0.17619047619047615
84,7.760000229,27.93600082,-175.9534918,-3.072203825,-0.977519399,0.1920422111742705
85,7.340000153,26.42400055,-153.0536871,-2.672365965,-0.850298262,0.2753988664417148
86,7.010000229,25.23600082,-148.6105939,-2.594788147,-0.825614411,0.29080373764045814
87,6.980000019,25.12800007,-148.7439607,-2.597116774,-0.826355337,0.2903430838525747
88,7.059999943,25.41599979,-150.6074565,-2.629654002,-0.836708092,0.2838962589609505
89,7.039999962,25.34399986,-147.9868255,-2.583896953,-0.822149031,0.29295710690528837
90,6.860000134,24.69600048,-153.7209995,-2.684017452,-0.854005553,0.27307280094068753
91,6.440000057,23.18400021,-191.4469033,-3.342723708,-1.063593907,0.17619047619047615
92,6.010000229,21.63600082,-183.5433171,-3.204724584,-1.019685095,0.17619047619047615
93,5.559999943,20.01599979,-170.1643265,-2.971123161,-0.945357369,0.2140055799697257
94,5.710000038,20.55600014,-149.9183141,-2.617621357,-0.832879523,0.2862827220787655
95,5.639999866,20.30399952,-122.0490969,-2.131015978,-0.678050538,0.3824020525574588
96,5.650000095,20.34000034,-122.8236956,-2.144540717,-0.682353864,0.3797248967057689
97,5.900000095,21.24000034,-155.9575036,-2.723067523,-0.866430576,0.2652476949562281
98,5.480000019,19.72800007,-169.5288085,-2.960026815,-0.941826714,0.21637130602712637
99,6.010000229,21.63600082,-185.75649,-3.243367286,-1.0319805,0.17619047619047615
100,5.309999943,19.11599979,-192.4178608,-3.359676935,-1.068988116,0.20695845308777666
101,4.309999943,15.51599979,-157.2619646,-2.745843826,-0.873677581,0.3216578811572493
