speed,kmh,yaw,rad,pirad
5.650000095,20.34000034,-49.49396267,-0.864180301,-0.274966459
4.880000114,17.56800041,-67.08090676,-1.171253928,-0.372671704
4.320000172,15.55200062,-68.15943268,-1.190085333,-0.378663515
3.910000086,14.07600031,-69.24922312,-1.20911342,-0.384717906
3.579999924,12.88799973,-63.45131,-1.107880016,-0.352507278
3.170000076,11.41200027,-64.84814222,-1.13226915,-0.360267457
2.75999999,9.935999964,-68.43184407,-1.194841722,-0.380176912
2.24000001,8.064000036,-88.42431454,-1.543916603,-0.491246192
1.980000019,7.128000068,-68.60122353,-1.197799141,-0.381117909
2.140000105,7.704000378,-44.37211614,-0.774751234,-0.246511756
2.519999981,9.071999932,41.99952243,0.733324995,0.23333068
2.49000001,8.964000036,93.6345989,1.634889822,0.520192216
3.25,11.7,98.37211974,1.71760844,0.546511776
3.710000038,13.35600014,95.50717208,1.667585544,0.5305954
3.950000048,14.22000017,66.40288082,1.159415379,0.368904893
4.320000172,15.55200062,79.45496152,1.387308852,0.441416453
4.389999866,15.80399952,70.77851391,1.235815322,0.393213966
4.400000095,15.84000034,-115.768062,-2.021347114,-0.6431559
4.840000153,17.42400055,-148.0304616,-2.584658853,-0.822391453
5.130000114,18.46800041,-167.8881853,-2.931381013,-0.932712141
5.329999924,19.18799973,-165.9959233,-2.898341518,-0.922199574
5.519999981,19.87199993,-178.1568921,-3.110675894,-0.989760512
5.340000153,19.22400055,-169.2310307,-2.95482752,-0.940172393
4.900000095,17.64000034,-178.0650541,-3.109072373,-0.989250301
4.800000191,17.28000069,-196.5377843,-3.431612107,-1.091876579
4.5,16.2,-204.4030552,-3.568942234,-1.135572529
4.260000229,15.33600082,-206.4850225,-3.605294044,-1.147139014
4.309999943,15.51599979,-198.4643416,-3.465250409,-1.102579676
4.110000134,14.79600048,-250.4585535,-4.373085855,-1.391436408
4.440000057,15.98400021,-367.6552228,-6.419376906,-2.042529016
5.150000095,18.54000034,-408.1025778,-7.125600565,-2.267236543
6.03000021,21.70800076,-286.881455,-5.009041278,-1.593785861
6.5,23.4,-210.9961403,-3.684059593,-1.172200779
7.21999979,25.99199924,-173.1391617,-3.023064728,-0.961884232
7.630000114,27.46800041,-168.4023736,-2.940358904,-0.935568742
8.090000153,29.12400055,-161.4141364,-2.818342064,-0.896745202
8.140000343,29.30400123,-219.4925567,-3.83240972,-1.219403093
8.380000114,30.16800041,-220.0257283,-3.841719066,-1.222365157
8.390000343,30.20400123,-211.1520475,-3.686781782,-1.173066931
8.5,30.6,-208.918776,-3.647788152,-1.160659867
8.300000191,29.88000069,-198.5120146,-3.466082795,-1.102844526
8.539999962,30.74399986,-192.5750682,-3.362421826,-1.06986149
7.960000038,28.65600014,-190.4267467,-3.32491145,-1.057926371
8.199999809,29.51999931,-182.1337507,-3.180113107,-1.011854171
8.159999847,29.37599945,-204.348889,-3.567996475,-1.135271606
8.390000343,30.20400123,-188.1477756,-3.285119891,-1.04526542
8.569999695,30.8519989,-180.4657715,-3.150989661,-1.002587619
8.479999542,30.52799835,-173.132909,-3.022955554,-0.961849494
8.25,29.7,-183.5567057,-3.204958353,-1.019759476
8.100000381,29.16000137,-187.3525974,-3.271235828,-1.040847763
8.100000381,29.16000137,-216.9725446,-3.788409509,-1.205403026
7.760000229,27.93600082,-175.9534918,-3.072203825,-0.977519399
7.340000153,26.42400055,-153.0536871,-2.672365965,-0.850298262
7.010000229,25.23600082,-148.6105939,-2.594788147,-0.825614411
6.980000019,25.12800007,-148.7439607,-2.597116774,-0.826355337
7.059999943,25.41599979,-150.6074565,-2.629654002,-0.836708092
7.039999962,25.34399986,-147.9868255,-2.583896953,-0.822149031
6.860000134,24.69600048,-153.7209995,-2.684017452,-0.854005553
6.440000057,23.18400021,-191.4469033,-3.342723708,-1.063593907
6.010000229,21.63600082,-183.5433171,-3.204724584,-1.019685095
5.559999943,20.01599979,-170.1643265,-2.971123161,-0.945357369
5.710000038,20.55600014,-149.9183141,-2.617621357,-0.832879523
5.639999866,20.30399952,-122.0490969,-2.131015978,-0.678050538
5.650000095,20.34000034,-122.8236956,-2.144540717,-0.682353864
5.900000095,21.24000034,-155.9575036,-2.723067523,-0.866430576
5.480000019,19.72800007,-169.5288085,-2.960026815,-0.941826714
6.010000229,21.63600082,-185.75649,-3.243367286,-1.0319805
5.309999943,19.11599979,-192.4178608,-3.359676935,-1.068988116
4.309999943,15.51599979,-157.2619646,-2.745843826,-0.873677581
3.769999981,13.57199993,-152.4382151,-2.661619629,-0.846878973
3.75999999,13.53599996,-104.0564114,-1.816857977,-0.578091174
4.5,16.2,-103.4656437,-1.806542985,-0.574809132
5.369999886,19.33199959,-106.2631308,-1.855387998,-0.590350727
6.139999866,22.10399952,-149.3220111,-2.607209718,-0.829566728
6.269999981,22.57199993,-150.6575648,-2.630528909,-0.836986471
6.75,24.3,-165.3241963,-2.886612951,-0.918467757
7.369999886,26.53199959,-168.2938139,-2.938463417,-0.934965633
7.610000134,27.39600048,-94.79426477,-1.655137956,-0.526634804
8.130000114,29.26800041,-111.8946095,-1.953715404,-0.621636719
8.319999695,29.9519989,-113.2589515,-1.977537248,-0.629216397
8.220000267,29.59200096,-120.1279902,-2.097472845,-0.667377723
8.119999886,29.23199959,-126.5903518,-2.21030773,-0.703279732
8.329999924,29.98799973,-130.8482891,-2.284652667,-0.726934939
8.350000381,30.06000137,-123.838016,-2.162251073,-0.687988978
7.349999905,26.45999966,-125.0549561,-2.183499233,-0.694749756
5.619999886,20.23199959,-143.3867745,-2.503578602,-0.796593192
4.239999771,15.26399918,-155.565598,-2.716224727,-0.864253322
2.74000001,9.864000036,-139.9165874,-2.442988034,-0.777314374
1.99000001,7.164000036,-135.9396852,-2.373550059,-0.755220473
2.119999886,7.63199959,-128.8067873,-2.249007397,-0.715593263
2.799999952,10.07999983,-135.3520558,-2.363289863,-0.751955866
3.519999981,12.67199993,-134.7834569,-2.353361946,-0.748796983
4.190000057,15.08400021,-112.8286947,-1.970024828,-0.626826082
4.679999828,16.84799938,-124.1983132,-2.168541977,-0.689990629
5.400000095,19.44000034,-129.2673164,-2.257048382,-0.718151758
5.940000057,21.38400021,-129.5837312,-2.262573084,-0.719909618
6.409999847,23.07599945,-114.1682916,-1.993414615,-0.634268287
6.659999847,23.97599945,-87.82711117,-1.533489243,-0.487928395
6.730000019,24.22800007,-79.61736452,-1.39014446,-0.442318692
6.929999828,24.94799938,-135.0385387,-2.357815755,-0.750214104
6.960000038,25.05600014,-69.85251614,-1.219647107,-0.388069534
7.090000153,25.52400055,-102.9157913,-1.796942388,-0.571754396
7.070000172,25.45200062,-90.45159736,-1.579313605,-0.502508874
6.989999771,25.16399918,-36.01536182,-0.628839651,-0.200085343
6.389999866,23.00399952,-52.27541527,-0.912745346,-0.290418974
6.059999943,21.81599979,-57.40406004,-1.002293112,-0.318911445
5.190000057,18.68400021,-62.49979848,-1.091266323,-0.347221103
4,14.4,-56.30032443,-0.983021538,-0.31277958
3.230000019,11.62800007,-66.40474096,-1.159447858,-0.368915228
3.019999981,10.87199993,-57.89363738,-1.010841288,-0.321631319
3.450000048,12.42000017,-65.9085096,-1.150783501,-0.366158387
4.059999943,14.61599979,-62.99468329,-1.099907169,-0.349970463
4.809999943,28.36800041,-74.7550762,-1.305247362,-0.415305979
5.139999866,28.69199924,-74.96116551,-1.308845747,-0.41645092
5.550000191,28.76399918,-56.87509005,-0.993057128,-0.315972723
5.840000153,29.01600151,-35.89887308,-0.62680572,-0.199438184
5.659999847,28.98000069,-27.83364332,-0.485984248,-0.154631352
5.949999809,28.69199924,-44.33359956,-0.774078722,-0.246297775
5.880000114,28.47599945,-54.2319595,-0.946907229,-0.301288664
6.070000172,28.47599945,-46.51096948,-0.812096293,-0.258394275
5.889999866,28.58400021,43.0307067,0.7513298,0.239059482
6.230000019,28.51200027,23.93819882,0.417968551,0.132989993
6.260000229,28.40399952,-1.445119095,-0.025232238,-0.008028439
6.179999828,28.58400021,-140.6481227,-2.454592019,-0.781717204
6.429999828,28.87200165,-151.4786921,-2.643607191,-0.841913118
6.309999943,28.29600048,-144.6924126,-2.525172995,-0.804195221
6.730000019,28.40399952,-137.2983926,-2.396132506,-0.763099524
6.570000172,28.22400055,-137.179195,-2.394052269,-0.762437028
6.429999828,28.18799973,-126.4532696,-2.206863344,-0.702822721
6.010000229,28.04399986,-139.0139161,-2.426071834,-0.772634342
5.510000229,27.75600014,-157.9721808,-2.756931602,-0.878003695
4.559999943,27.46800041,-164.1896872,-2.865439567,-0.912560372
3.349999905,27.64799938,-163.9885545,-2.861929398,-0.911442483
2.410000086,27.54000034,-161.8682124,-2.824925173,-0.899657698
2.230000019,27.50399952,-165.0187776,-2.879908858,-0.917168426
2.640000105,27.9,-156.2026665,-2.726050027,-0.868168798
3.519999981,28.33199959,-159.0548379,-2.775826142,-0.884021064
4.179999828,28.72800007,-171.4158332,-2.991550318,-0.952723031
4.480000019,28.44000034,-168.2316627,-2.935980152,-0.935025526
4.869999886,28.8,-194.8634416,-3.400758144,-1.083043995
5.380000114,29.01600151,-173.8857474,-3.034655277,-0.966450725
5.639999866,29.16000137,-179.1049339,-3.125740557,-0.995458776
6.070000172,30.41999931,-173.3300268,-3.024956838,-0.96336205
6.070000172,31.31999931,-163.7262885,-2.85735233,-0.909984818
6.510000229,32.07599945,-158.8841349,-2.772847031,-0.883072303
6.570000172,33.33600082,-145.5506777,-2.540151443,-0.808965428
6.639999866,34.4519989,-142.3978513,-2.485128295,-0.791442132
6.619999886,34.66800041,-133.8658199,-2.336227224,-0.744021409
6.539999962,34.88399849,-131.857638,-2.301180418,-0.732860006
6.179999828,34.81200027,-125.7936801,-2.195352184,-0.699156746
6.090000153,34.56000137,-110.7356431,-1.932559216,-0.615464719
6.139999866,34.63199959,-116.2357754,-2.028547563,-0.646034256
6.199999809,34.27200165,-117.746445,-2.05491178,-0.654430503
6.309999943,33.98399849,-120.4743757,-2.102519646,-0.669592244
5.909999847,33.69599877,-129.4259484,-2.258742554,-0.719344763
5.739999771,33.87599945,-123.9264995,-2.162766134,-0.688779024
4.96999979,33.73199959,-132.9583643,-2.320390302,-0.738977803
3.829999924,33.87599945,-127.7667439,-2.229786106,-0.710122964
3.00999999,33.76800041,-131.2613285,-2.290773621,-0.729545739
2.630000114,33.51600151,-127.6734286,-2.228157568,-0.709604321
2.700000048,33.15600014,-136.6031437,-2.383999017,-0.759235356
3.190000057,32.58000069,-141.2431412,-2.464976286,-0.785024295
3.849999905,31.46399918,-147.40546,-2.572521117,-0.819274241
4.460000038,30.81600151,-146.111006,-2.549930297,-0.812079713
4.630000114,31.46399918,-144.2406054,-2.517288053,-0.801684093
4.679999828,31.89599877,-145.5222725,-2.539655715,-0.808807553
4.820000172,31.82400055,-162.4268343,-2.834674247,-0.902762499
5.070000172,32.97599945,-158.4975578,-2.766100485,-0.880923721
5.230000019,33.58799973,-156.085509,-2.724005392,-0.867517641
5.159999847,34.2,-155.306887,-2.710416876,-0.863190088
5.230000019,33.19200096,-168.4108742,-2.939107752,-0.936021577
5.179999828,34.38000069,-168.3749466,-2.938480744,-0.935821893
5.039999962,34.8480011,-164.1411065,-2.864591736,-0.912290362
5.110000134,33.80400123,-171.0266963,-2.984759098,-0.950560222
5.230000019,33.9480011,-166.8435036,-2.911753989,-0.927310188
5.28000021,33.19200096,-168.1020943,-2.933718923,-0.93430539
5.340000153,32.68799973,-166.9264034,-2.913200758,-0.927770942
5.110000134,33.15600014,-170.0272277,-2.967316364,-0.945005212
5.21999979,33.40799904,-174.8575643,-3.051615433,-0.971852049
5.050000191,33.69599877,-175.7379161,-3.066979338,-0.976745012
4.989999771,32.03999863,-168.3627113,-2.938267213,-0.93575389
5.329999924,32.76000137,-168.0566439,-2.932925723,-0.934052778
5.230000019,18.82800007,-178.2725908,-3.111214499,-0.990832643
5.25,18.9,-183.6730616,-3.205463553,-1.020848265
5.369999886,19.33199959,-185.1855121,-3.231858851,-1.029254411
5.809999943,20.91599979,-182.8565025,-3.191212959,-1.016309859
6,21.6,-185.8356785,-3.243205558,-1.032868012
6.079999924,21.88799973,-179.9403522,-3.140320283,-1.000102001
5.75,20.7,-171.5614964,-2.994092434,-0.953532622
5.269999981,18.97199993,-169.2994166,-2.9546146,-0.940960064
4.159999847,14.97599945,-180.7272505,-3.154053237,-1.004475553
3.460000038,12.45600014,-161.1406293,-2.812227388,-0.895613818
3.099999905,11.15999966,-153.8598088,-2.685162457,-0.855147279
2.660000086,9.57600031,-155.7491613,-2.71813545,-0.865648232
2.589999914,9.32399969,-162.2826835,-2.832158525,-0.901961314
3.319999933,11.95199976,-161.8986227,-2.825455893,-0.899826717
3.910000086,14.07600031,-161.8968672,-2.825425257,-0.899816961
4.420000076,15.91200027,-165.7000524,-2.891798471,-0.920954927
4.769999981,17.17199993,-157.2555428,-2.744424831,-0.874020647
5.050000191,18.18000069,-153.0487679,-2.671008165,-0.850639543
5.320000172,19.15200062,-139.0534238,-2.426761323,-0.772853925
5.46999979,19.69199924,-146.110096,-2.549914416,-0.812074655
5.710000038,20.55600014,-146.1739956,-2.551029592,-0.812429806
5.940000057,21.38400021,-143.83957,-2.51028918,-0.799455153
5.679999828,20.44799938,-144.6033672,-2.523618973,-0.80370031
5.630000114,20.26800041,-143.7276799,-2.508336472,-0.798833271
5.769999981,20.77199993,-138.466997,-2.416526999,-0.769594586
5.820000172,20.95200062,-136.827761,-2.387919041,-0.760483771
6.210000038,22.35600014,-134.14668,-2.341128796,-0.745582419
6.409999847,23.07599945,-132.9223214,-2.319761281,-0.738777478
6.349999905,22.85999966,-132.4180465,-2.310960672,-0.735974736
6.320000172,22.75200062,-135.124177,-2.35818808,-0.751015312
6.429999828,23.14799938,-140.6494286,-2.45461481,-0.781724462
6.610000134,23.79600048,-149.6191088,-2.611153732,-0.831577622
6.679999828,24.04799938,-157.15358,-2.742645375,-0.873453941
6.739999771,24.26399918,-160.605337,-2.802885462,-0.892638682
7.190000057,25.88400021,-167.3220486,-2.920105561,-0.929969924
6.860000134,24.69600048,-165.9120864,-2.895498891,-0.922133405
7.019999981,25.27199993,-164.7575477,-2.875349872,-0.91571652
7.340000153,26.42400055,-161.2507579,-2.814149353,-0.896225909
7.03000021,25.30800076,-159.6518239,-2.786244745,-0.887339091
6.269999981,22.57199993,-172.7035661,-3.014023841,-0.959880204
6.110000134,21.99600048,-175.6233295,-3.064979573,-0.976108144
5.670000076,20.41200027,-170.5148573,-2.975826479,-0.947715439
5.059999943,18.21599979,-167.7440476,-2.92747029,-0.932315379
4.650000095,16.74000034,-166.1844125,-2.900251527,-0.923646983
4.159999847,14.97599945,-167.5239625,-2.923629363,-0.931092154
3.25,11.7,-177.8682455,-3.104157863,-0.988585307
2.799999952,10.07999983,-180.5010419,-3.150105443,-1.003218294
2.410000086,8.67600031,-487.4738162,-8.511447584,-2.708187868
1.860000014,6.69600005,-499.9905301,-8.729993383,-2.777725167
1.970000029,7.092000104,-467.4326802,-8.161522988,-2.596848223
3.210000038,11.55600014,-260.3850659,-4.546405913,-1.446583699
4,14.4,-61.85713703,-1.08004525,-0.343650761
5.019999981,18.07199993,-45.53829737,-0.795113129,-0.252990541
5.550000191,19.98000069,-158.6470008,-2.770026998,-0.881372227
5.920000076,21.31200027,-137.1512941,-2.394705135,-0.761951634
6.650000095,23.94000034,-142.2183942,-2.483178311,-0.79010219
6.739999771,24.26399918,-203.5596647,-3.554216368,-1.130887026
6.639999866,23.90399952,-198.8026719,-3.471157763,-1.104459288
6.409999847,23.07599945,-200.789647,-3.505850979,-1.115498039
6.090000153,21.92400055,-165.8017528,-2.894951239,-0.921120849
5.78000021,20.80800076,-158.9534925,-2.77537844,-0.883074958
5.559999943,20.01599979,-166.8456171,-2.913177441,-0.926920095
6.599999905,23.75999966,-164.7126533,-2.875935216,-0.915070296
6.369999886,22.93199959,-152.4740312,-2.662244989,-0.847077951
6.239999771,22.46399918,-136.1810123,-2.377763707,-0.756561179
5.369999886,19.33199959,-155.3978532,-2.71329585,-0.863321407
3.5,12.6,-185.6844648,-3.242109703,-1.03158036
2.690000057,9.684000205,-161.7509967,-2.824223752,-0.898616648
3.329999924,11.98799973,-157.8748507,-2.756545012,-0.877082504
2.819999933,10.15199976,-171.6247961,-2.996623424,-0.953471089
2.809999943,30.56399918,-169.5324021,-2.96008956,-0.941846678
3.579999924,31.03199959,-169.0468187,-2.95161112,-0.939148993
4.320000172,30.67200165,-167.9333264,-2.932169191,-0.932962924
4.630000114,32.86800041,-134.9807378,-2.356806533,-0.749892988
4.949999809,35.02799835,-152.8948927,-2.669593365,-0.849416071
5.480000019,36.93600083,-148.7431969,-2.597103438,-0.826351094
6.079999924,38.2680004,-142.2985848,-2.484578465,-0.790547693
5.28000021,39.52799834,-134.1056266,-2.341526814,-0.745031259
5.46999979,41.00400122,-134.5351522,-2.349026467,-0.747417512
5.139999866,42.55199888,-130.2652212,-2.274472116,-0.723695673
5.480000019,43.12799834,-129.5477524,-2.261944883,-0.719709736
5.53000021,43.45199888,-125.8849326,-2.197990887,-0.699360737
5.190000057,43.23600083,-140.2636953,-2.449048648,-0.779242752
4.579999924,43.70400122,-153.6986973,-2.683628048,-0.853881652
4.630000114,43.77599946,-152.5366426,-2.663338204,-0.847425792
4.21999979,44.28000068,-153.8941888,-2.687041392,-0.854967716
3.710000038,45.14399986,-151.2860752,-2.6415029,-0.840478196
3.099999905,45.07200166,-137.5251947,-2.401233558,-0.764028859
2.25,45.61200029,37.77971288,0.65964578,0.209887294
2.359999895,45.61200029,59.25123308,1.034545339,0.329173517
2.150000095,46.18799971,-125.8849326,-2.197990887,-0.699360737
1.820000052,46.90799903,-140.2636953,-2.449048648,-0.779242752
1.450000048,47.55600014,-153.6986973,-2.683628048,-0.853881652
1.600000024,47.77200166,-152.5366426,-2.663338204,-0.847425792
0.980000019,48.06000137,-130.2652212,-2.274472116,-0.723695673
0,47.84399986,-349.1846904,-6.096875547,-1.939914947
0,48.02400054,-158.5642446,-2.768582049,-0.88091247
0,47.80799903,-160.3274147,-2.799367558,-0.890707859
0,47.44800112,-160.0164397,-2.793937836,-0.888980221
0.670000017,46.26000137,-158.062357,-2.759818932,-0.878124206
0.889999986,46.58399849,-101.5019317,-1.77225595,-0.563899621
1.230000019,46.43999863,-116.7877234,-2.039150726,-0.648820686
1,46.76399917,-190.170417,-3.320435852,-1.056502317
1.080000043,45.25199888,-296.0713425,-5.169499631,-1.644840792
0.930000007,44.89200097,-358.9553792,-6.267474875,-1.994196551
0.810000002,44.71200029,-545.1530024,-9.518544486,-3.028627791
0.699999988,45.50400122,-721.4784788,-12.59724328,-4.008213771
0.449999988,46.58399849,-423.2179773,-7.389520239,-2.351210985
0.209999993,47.01600151,-205.297154,-3.584553483,-1.140539744
0.370000005,46.8,-24.28821903,-0.424080015,-0.13493455
1.269999981,47.2680004,-63.42051346,-1.107342299,-0.352336186
1.659999967,46.47599946,-61.65580941,-1.076530006,-0.342532275
2.859999895,46.3319996,-84.31506408,-1.472167786,-0.468417023
3.359999895,45.97200166,-37.13584458,-0.648403636,-0.206310248
3.920000076,45.18000068,-56.68340028,-0.989710164,-0.314907779
4.380000114,44.85600014,-55.89296517,-0.975908916,-0.310516473
5.480000019,45.28799971,-62.9324774,-1.098821034,-0.349624874
5.46999979,44.96399917,-64.52579778,-1.126640914,-0.358476654
5.389999866,43.70400122,-68.29971326,-1.192534676,-0.379442851
4.760000229,41.65199888,-63.42051346,-1.107342299,-0.352336186
4.800000191,40.53600083,-61.65580941,-1.076530006,-0.342532275
4.769999981,40.10400122,-84.31506408,-1.472167786,-0.468417023
4.980000019,39.85199888,-119.3267444,-2.083482839,-0.662926358
4.650000095,39.41999932,-108.1008723,-1.887475548,-0.600560402
4.789999962,39.23999863,-107.5610003,-1.878049212,-0.597561113
4.789999962,38.77200166,-104.9741447,-1.832881892,-0.583189693
4.650000095,37.76399917,-107.1691492,-1.871207367,-0.595384162
4.690000057,36.57599946,-112.8429424,-1.970273597,-0.626905236
4.480000019,16.12800007,-120.582615,-2.105410738,-0.669903417
4.579999924,16.48799973,-123.0045851,-2.147699105,-0.683358806
4.900000095,17.64000034,-125.7283016,-2.19525606,-0.698490564
4.760000229,17.13600082,-118.9530881,-2.076958681,-0.660850489
3.710000038,13.35600014,-106.2484787,-1.855132168,-0.590269326
3.369999886,12.13199959,-98.43996615,-1.71879306,-0.546888701
3.039999962,10.94399986,-98.00522802,-1.711202394,-0.544473489
3.319999933,11.95199976,-96.49238837,-1.684787733,-0.536068824
3.24000001,11.66400004,-92.40480123,-1.613417164,-0.513360007
3.24000001,11.66400004,-94.03336939,-1.641852481,-0.522407608
3.390000105,12.20400038,-108.2882542,-1.890747296,-0.601601412
3.319999933,11.95199976,-107.7964498,-1.882160235,-0.598869166
3.690000057,13.28400021,-106.2040319,-1.854356113,-0.590022399
4,14.4,-112.1612306,-1.958370693,-0.623117948
4.849999905,36.32400054,-146.9713853,-2.566167045,-0.816507696
4.670000076,37.11600151,-129.3894218,-2.259180381,-0.718830121
4.150000095,37.76399917,-120.0558867,-2.096213895,-0.666977148
3.75,39.09599878,-50.5759061,-0.883071376,-0.280977256
3.380000114,39.6,-47.32048649,-0.826230716,-0.262891592
2.539999962,40.64399986,-65.08716465,-1.136442557,-0.361595359
2.519999981,41.03999863,-60.68724585,-1.059618578,-0.337151366
2.710000038,40.35600014,-62.44706023,-1.090345496,-0.346928112
3.319999933,40.9680004,-66.26912278,-1.157079922,-0.368161793
4,41.8319996,-58.7967092,-1.026609208,-0.326648384
4.46999979,41.93999863,-53.02088791,-0.925761535,-0.294560488
4.639999866,42.55199888,-49.87917839,-0.870906289,-0.277106547
4.570000172,41.29200097,-47.08700463,-0.822154049,-0.26159447
3.960000038,43.30799903,-5.947512169,-0.103845451,-0.033041734
3.299999952,43.30799903,51.15686717,0.893215141,0.284204818
2.890000105,43.12799834,55.03914084,0.961000872,0.305773005
2.75999999,43.88399849,73.62670302,1.285545608,0.409037239
2.210000038,44.31600151,-209.9097316,-3.665090552,-1.166165176
2.50999999,44.24399986,-151.9944825,-2.653871917,-0.844413792
2.190000057,44.63999863,-194.4170417,-3.394583268,-1.080094676
2.119999886,45.10799903,-201.5501292,-3.51912924,-1.11972294
2.599999905,45.07200166,-136.6607756,-2.386140526,-0.759226531
3.460000038,44.38799971,-240.7466635,-4.203513172,-1.337481464
3.789999962,44.02799834,-312.6030424,-5.458148359,-1.736683569
4.429999828,42.55199888,-273.1361316,-4.769043568,-1.517422953
5.309999943,41.54399986,-235.3230983,-4.108816002,-1.307350546
6.050000191,41.54399986,-247.3770906,-4.319282534,-1.37431717
6.489999771,41.4,-244.8192902,-4.274622527,-1.360107168
7.039999962,40.0680004,-264.3586655,-4.615786223,-1.468659253
7.070000172,39.85199888,-277.076815,-4.837849151,-1.539315639
6.96999979,39.96000137,-281.4332291,-4.913913524,-1.563517939
7.150000095,39.67200166,-241.4549292,-4.215879716,-1.341416273
7.489999771,40.10400122,-247.3180682,-4.318251984,-1.373989268
7.300000191,40.39200097,-238.9862188,-4.172775249,-1.327701216
7.349999905,40.10400122,-278.2871613,-4.858982181,-1.546039785
7.230000019,40.89599878,-280.268686,-4.893580232,-1.557048256
7.739999771,41.43600083,-273.4039527,-4.773719809,-1.518910848
8.170000076,41.29200097,-309.929738,-5.411471616,-1.721831878
8.369999886,41.21999932,-280.6764709,-4.900700286,-1.559313727
8.31000042,41.8680004,-287.6971453,-5.023283489,-1.598317474
7.650000095,42.91200029,-344.0600374,-6.007397478,-1.911444652
6.760000229,42.94800112,-294.1217524,-5.135459169,-1.634009736
5.570000172,41.90400122,-296.378505,-5.174862786,-1.64654725
3.970000029,41.58000068,-297.6143156,-5.196440431,-1.653412864
2.619999886,42.08399849,-290.4988646,-5.072202398,-1.613882581
1.99000001,41.93999863,-283.1659154,-4.944166777,-1.573143974
2.460000038,41.58000068,-280.6235356,-4.899776018,-1.559019642
3.150000095,40.78799971,-283.9231133,-4.957387693,-1.577350629
3.369999886,40.71600151,-288.1355277,-5.030937785,-1.600752932
3.970000029,40.28399849,-324.0505354,-5.658025221,-1.800280752
4.329999924,39.74399986,-352.6180291,-6.15682273,-1.958989051
4.599999905,39.88799971,-344.3530322,-6.012513261,-1.913072401
5.070000172,39.78000068,-343.2955408,-5.994049125,-1.907197449
5.150000095,39.92400054,-424.7818105,-7.416825263,-2.359898947
5.340000153,40.0680004,-376.8636085,-6.580158244,-2.093686714
5.510000229,39.70799903,-382.3005639,-6.675089211,-2.123892022
5.800000191,38.66399917,-392.1233274,-6.84659778,-2.17846293
5.190000057,39.23999863,-360.7086954,-6.298088332,-2.003937197
5.900000095,38.77200166,-359.4481611,-6.276079003,-1.996934228
5.849999905,39.09599878,-420.2194696,-7.337165342,-2.334552609
5.929999828,39.41999932,-424.9813938,-7.42031005,-2.361007743
5.679999828,39.09599878,-422.4117825,-7.375443821,-2.346732125
5.690000057,39.78000068,-394.2629734,-6.883956678,-2.190349852
5.929999828,40.24800112,-332.9461386,-5.813345277,-1.84970077
5.610000134,39.92400054,-332.8502095,-5.811670325,-1.849167831
5.519999981,39.56399917,-286.467773,-5.001818259,-1.591487628
5.579999924,39.34800112,-161.0833716,-2.812566806,-0.89490762
5.519999981,38.77200166,-155.4825945,-2.71477546,-0.863792192
5.659999847,33.3,-276.7022151,-4.831308518,-1.537234528
5.989999771,30.96000137,-219.6368914,-3.83492985,-1.220204952
5.809999943,29.9519989,-286.1437514,-4.996160739,-1.589687508
5.5,29.0519989,-290.4486877,-5.071326293,-1.613603821
4.880000114,28.40399952,-282.8341116,-4.938373377,-1.57130062
