speed,kmh,yaw,rad,pirad
6.61E+00,23.79600048,137.4296595,2.398423377,0.763829101
6.52E+00,23.47199993,140.8523416,2.458156049,0.782852245
6.57E+00,23.65200062,163.23839,2.848837522,0.907273096
6.73E+00,24.22800007,120.3329788,2.100051986,0.668806365
6.52E+00,23.47199993,130.3085659,2.274146002,0.724250319
6.74E+00,24.26399918,132.521266,2.312762059,0.736548427
6.83E+00,24.58799973,111.7602661,1.950440944,0.621159536
6.96E+00,25.05600014,118.6812143,2.07122538,0.659625917
7.19E+00,25.88400021,121.0541419,2.112637729,0.672814564
7.41E+00,26.67599945,119.240433,2.080984869,0.662734035
7.32E+00,26.35200062,123.1224163,2.148733269,0.684309958
7.61E+00,39.74399986,146.1812862,2.551156827,0.812470327
8.22E+00,39.88799971,135.1923946,2.359378614,0.751394463
8.77E+00,39.78000068,139.1270147,2.428045632,0.77326294
8.94E+00,39.92400054,146.9615202,2.564773476,0.81680684
8.91E+00,40.0680004,153.0060014,2.670261805,0.850401849
8.88E+00,39.70799903,147.249234,2.56979466,0.818405943
8.49E+00,30.56399918,142.8513596,2.493042925,0.793962715
8.04E+00,28.94399986,123.9814369,2.163724902,0.689084364
7.66E+00,27.57599945,134.63331,2.349621466,0.748287091
7.54E+00,27.14399986,142.8825961,2.493588065,0.794136326
7.81E+00,28.11599979,131.4440108,2.293961794,0.730561081
7.67E+00,27.61200027,144.3663543,2.519482623,0.802383001
7.40E+00,26.64000034,146.1812862,2.551156827,0.812470327
7.27E+00,26.17199993,135.1923946,2.359378614,0.751394463
7.27E+00,26.17199993,139.1270147,2.428045632,0.77326294
7.21E+00,25.95600014,146.9615202,2.564773476,0.81680684
7.34E+00,42.55199888,153.0060014,2.670261805,0.850401849
7.56E+00,43.12799834,147.249234,2.56979466,0.818405943
7.58E+00,43.45199888,150.6424923,2.629013827,0.83726555
7.41E+00,43.23600083,138.0629651,2.409475831,0.767348991
7.74E+00,27.93600082,132.0263011,2.304123928,0.733797429
8.20E+00,26.42400055,133.4800606,2.329494949,0.741877372
8.56E+00,25.23600082,148.8561829,2.597839143,0.827337307
8.74E+00,25.12800007,134.8024,2.352572426,0.749226887
8.86E+00,25.41599979,104.263264,1.819603211,0.579491469
8.84E+00,25.34399986,130.0741006,2.270054112,0.722947169
9.16E+00,24.69600048,116.0957543,2.026103914,0.645256024
9.33E+00,23.18400021,121.6164987,2.122451984,0.675940122
9.50E+00,21.63600082,122.606704,2.139733054,0.681443648
9.22E+00,20.01599979,113.9704413,1.989012937,0.633443611
9.55E+00,40.24800112,132.0263011,2.304123928,0.733797429
9.68E+00,39.92400054,133.4800606,2.329494949,0.741877372
9.39E+00,39.56399917,148.8561829,2.597839143,0.827337307
9.43E+00,39.34800112,134.8024,2.352572426,0.749226887
9.22E+00,38.77200166,104.263264,1.819603211,0.579491469
9.08E+00,21.63600082,119.7010418,2.089023417,0.665294082
9.21E+00,19.11599979,115.7371864,2.019846185,0.643263116
9.28E+00,15.51599979,116.3500903,2.030542588,0.646669614
9.36E+00,13.57199993,119.5685618,2.086711375,0.664557763
8.90E+00,13.53599996,118.0894377,2.060897691,0.656336844
9.10E+00,16.2,114.31688,1.995058988,0.635369104
